Date,AAPL.O,AXP.N,BA.N,CAT.N,CSCO.O,CVX.N,DIS.N,GS.N,HD.N,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,MCD.N,MMM.N,MRK.N,MSFT.O,NKE.N,PFE.N,PG.N,TRV.N,UNH.N,UTX.N,V.N,VZ.N,WBA.O,WMT.N,XOM.N
2019/1/31,163.588,101.279,374.7057,129.4149,46.0085,108.9009,110.1735,194.0103,178.6639,126.9424,45.7478,129.4314,100.536,46.6518,174.567,192.0321,72.4562,102.6281,81.0219,40.8703,94.0147,122.7062,265.7065,114.9164,133.9552,52.8266,69.444,93.9277,68.9409
2019/2/1,163.6666,101.634,376.4645,127.2282,46.0571,112.4344,109.9562,192.57,179.4816,126.6402,47.3109,130.5207,100.9051,47.2043,172.5555,190.9392,74.4226,101.0065,80.6558,41.2843,94.9892,123.6348,264.2511,115.8021,139.055,52.3373,69.0789,91.9968,71.4246
2019/2/11,167.241,103.9515,394.4888,125.3039,46.2906,111.0856,108.1187,187.4652,178.07,128.0106,47.6499,128.381,97.9911,48.0863,170.1535,192.6169,74.6757,103.4339,82.8031,40.129,95.7689,122.5889,252.8637,119.4422,139.7,51.8576,67.7238,94.2904,70.4863
2019/2/12,168.6821,105.5195,401.1003,128.9387,46.5922,112.7668,107.8816,190.5614,180.6011,129.9787,48.8614,130.4818,99.6618,48.1348,169.8703,198.0433,76.4377,105.0456,83.8223,40.3119,96.7337,124.3874,259.118,120.6686,140.8807,52.2126,68.7713,95.0451,71.7229
2019/2/13,167.9813,106.0717,400.9636,129.3566,46.2128,113.5742,108.8695,190.7573,183.4145,131.3831,49.3108,130.7639,100.1378,48.2608,170.0461,201.0633,76.9245,104.967,84.505,40.1482,96.7142,125.1498,259.413,121.0968,142.3689,52.2701,69.6074,95.9958,72.5315
2019/2/14,168.5933,105.1447,400.2214,128.8901,47.0884,113.3631,109.3239,188.641,182.733,130.3895,49.643,130.6277,99.487,44.1898,171.7256,197.8293,76.8466,105.0555,83.7926,40.4082,95.954,124.0648,260.9175,121.5325,142.2894,51.8384,69.7234,96.5643,72.5505
2019/2/15,168.2182,105.8942,408.1805,132.3694,48.0905,114.5048,111.2306,194.4904,187.2889,131.8703,50.4735,132.641,102.5273,43.8505,175.7289,201.6232,77.6935,106.3527,84.4852,40.8222,95.9735,125.834,266.6211,125.0866,144.0288,52.9225,70.9998,98.0051,73.9203
2019/2/18,168.2182,105.8942,408.1805,132.3694,48.0905,114.5048,111.2306,194.4904,187.2889,131.8703,50.4735,132.641,102.5273,43.8505,175.7289,201.6232,77.6935,106.3527,84.4852,40.8222,95.9735,125.834,266.6211,125.0866,144.0288,52.9225,70.9998,98.0051,73.9203
2019/2/19,168.7216,105.0264,406.5105,131.9807,48.3046,114.4664,112.1395,194.6569,187.2305,132.5104,50.2195,131.9699,102.1679,43.4531,175.0259,201.1888,77.1386,106.3035,83.6837,41.0147,97.4451,126.1859,265.913,125.9482,143.5616,53.1912,71.9667,100.1713,74.4149
2019/2/20,169.8074,105.3025,411.6766,136.3638,48.2851,115.3971,112.3075,194.5883,186.7633,131.8416,50.2097,132.6118,102.6633,43.7148,176.2367,201.3046,77.3236,105.7509,83.9509,40.6296,96.7532,126.8114,265.028,125.7425,143.8499,53.4982,69.4237,97.8973,74.7003
2019/2/21,168.8499,105.1349,407.7996,134.974,48.0711,114.3033,112.9101,192.3936,186.7341,131.6888,50.2292,131.7073,102.4496,44.4515,178.502,200.5709,77.713,107.9813,83.0702,40.5718,97.2405,126.8896,261.9697,123.6767,143.1243,53.8724,68.1377,97.4171,74.0249
2019/2/22,170.7352,105.9534,414.1181,134.7797,48.7521,114.5432,113.8585,192.0409,187.2889,133.0359,51.2844,132.8549,101.9931,43.8893,178.8535,202.0962,78.6281,109.521,83.8717,41.3613,97.6985,128.0625,262.6679,125.0964,144.9829,54.6112,68.099,97.5739,74.5957
2019/2/25,171.979,105.4504,416.872,137.4329,49.4137,114.7639,112.2186,194.6373,184.9428,133.2365,51.8804,133.3444,103.0616,43.5598,178.3067,203.2836,78.2484,110.1329,84.2774,41.4769,97.0358,129.4993,260.1997,125.5859,145.1718,54.4768,68.9499,97.1524,74.6718
2019/2/26,172.0777,105.4603,416.7744,134.0994,49.7931,115.0709,112.1296,194.8823,183.3074,133.4849,52.0074,133.2563,102.2748,43.3174,178.8926,202.1252,78.5989,110.8928,84.9008,41.4191,97.2892,130.2617,258.6066,124.5285,146.1458,54.3425,69.1143,96.7309,74.824
2019/2/27,172.6107,105.9337,425.2413,135.6544,50.192,115.2052,111.4183,194.8823,178.8001,132.9594,52.0172,133.0214,102.1485,43.5598,179.0391,201.7873,78.482,110.7053,85.267,41.3324,96.3926,129.6264,245.9211,124.2446,146.3247,54.4193,69.0079,96.1625,75.5945
2019/2/28,170.9129,106.2492,429.6554,133.4774,50.3671,114.7255,111.4776,193.5051,180.2312,131.9658,51.7436,133.7752,101.3714,43.9475,180.6506,200.2041,79.1343,110.5671,84.8316,41.7368,96.0418,129.9099,238.1918,123.0403,147.2193,54.6112,68.8339,97.025,75.1759
2019/3/1,172.7094,107.3932,430.3,133.6037,50.0169,117.076,112.6335,194.9807,180.2604,132.9881,52.0758,135.4494,101.4394,43.9862,181.8396,200.3006,79.4847,111.0606,86.4685,41.7464,95.9346,130.0271,242.0565,123.1382,148.561,54.6495,64.4055,95.986,76.0986
2019/3/4,173.578,107.4918,422.5557,134.4589,49.7736,117.1624,112.9496,192.7967,178.9364,132.2524,52.7011,135.5766,101.2063,44.2479,177.457,199.6925,79.2122,110.7941,84.9605,41.4672,96.3536,129.167,232.095,123.1088,147.0602,53.9587,62.5974,95.9076,76.3935
2019/3/5,173.2622,107.3439,420.0459,133.283,49.9098,118.2849,112.6236,192.8164,179.1214,131.727,52.4471,135.8606,101.1286,44.1995,178.2038,196.7771,79.5334,110.2414,84.7621,41.2939,96.568,129.6948,237.415,123.3047,147.0503,53.8052,61.3017,96.3879,76.2793
2019/3/6,172.2652,107.4721,414.5185,131.0379,50.2698,118.5151,113.4633,191.5769,179.5595,130.8672,51.7339,136.1739,100.7497,44.0541,178.872,195.7731,78.6183,110.2908,84.4546,40.3023,96.4121,128.8249,235.0942,122.7662,146.9111,53.4215,59.0778,96.3095,75.4137
2019/3/7,170.2713,106.3676,412.663,129.065,49.9001,116.9897,112.6335,189.6389,177.6709,129.3194,51.3919,135.3417,100.0212,43.8893,177.3882,192.935,78.3165,108.9485,84.5836,39.8497,96.0418,128.5219,232.7636,121.8556,145.9371,54.0163,57.8112,95.5156,76.2508
2019/3/8,170.676,106.4859,412.6434,127.6558,49.6861,116.6827,112.4359,192.0688,176.4248,129.0615,51.2746,135.1654,100.0601,43.4628,176.3859,193.9293,77.6838,109.067,84.1272,39.3684,95.9053,128.8169,234.2345,121.4248,146.4539,54.237,57.9175,95.6528,75.1569
2019/3/11,176.5886,108.044,390.6411,129.3663,50.513,118.6015,113.3645,192.7869,177.6028,131.5646,52.1247,135.655,101.3617,44.7617,177.9385,199.9242,78.7254,111.3567,85.1391,39.9557,97.0455,129.6526,240.019,123.3732,149.7537,55.2444,58.6717,96.5251,75.8893
2019/3/12,178.5727,108.902,366.6173,128.754,50.7368,118.8701,113.3448,193.4362,179.1214,132.1091,52.3396,136.262,101.0606,44.6357,178.6755,198.6692,79.0759,112.1364,84.7522,40.1771,97.5036,130.4883,242.7139,122.0612,150.8073,55.1005,58.9811,96.4173,76.0986
2019/3/13,179.3623,110.5883,368.3068,129.7454,51.1649,119.6088,112.7125,194.0461,177.6503,132.3766,53.1212,136.4871,101.4005,44.8004,178.9015,199.4994,79.4361,113.0049,85.2482,40.4467,98.6048,130.7636,249.0018,123.99,151.5428,55.3211,59.8514,97.0642,76.774
2019/3/14,181.3562,110.7954,364.5567,129.93,51.3108,119.5417,113.0978,194.2625,178.1112,132.5964,52.2126,135.1263,102.3233,44.6831,179.5697,200.1945,79.8673,113.0937,86.1808,39.6572,98.7413,130.8226,250.0087,124.2348,153.2623,55.5994,59.774,96.7883,76.5172
2019/3/15,183.7153,111.9492,370.1134,128.9387,51.7584,120.2229,113.572,195.0397,178.7193,133.2078,53.0822,134.7151,103.4987,44.292,182.1147,200.8702,79.9457,114.3965,86.1113,40.2252,99.8328,131.9237,248.1628,123.2851,154.5146,56.0215,60.5572,96.9854,76.2413
2019/3/18,185.5908,111.9788,363.5606,130.3285,52.06,120.7697,111.7542,199.1813,179.8864,133.953,52.8574,134.2941,104.1203,44.3996,180.7587,201.266,79.7301,116.0348,87.1233,40.2541,98.9264,132.6709,251.7164,124.2446,154.0177,55.7145,60.9923,98.2073,77.1259
2019/3/19,184.12,111.111,364.6837,130.3771,51.8654,120.1941,108.6719,197.8533,180.5827,134.2205,52.9258,135.5375,103.7415,44.5462,179.9333,201.7776,80.2789,116.1137,86.9943,40.7259,99.3065,130.6947,253.819,123.8627,153.6499,55.1676,61.6595,98.3945,76.9262
2019/3/20,185.729,109.2373,367.3497,129.2691,51.8167,119.628,108.662,191.1637,182.5147,133.3702,52.5839,134.4116,101.5268,44.5169,181.761,201.0826,80.4455,115.9854,86.0022,40.6007,99.1311,129.1216,247.2744,122.6878,152.815,55.3307,60.7119,97.2022,77.3542
2019/3/21,192.5694,110.2728,363.9708,130.2896,52.4783,120.7505,107.3481,191.4195,186.3102,135.1281,53.385,135.2046,99.9241,44.4973,183.1367,202.3472,81.2982,118.6502,87.3117,40.774,99.8815,132.1105,248.7748,124.225,154.8526,55.9256,61.4951,97.616,77.8013
2019/3/22,188.5816,107.9454,353.6874,126.1203,51.3108,118.093,106.9233,185.8908,185.1137,133.2269,52.0367,134.0396,96.9031,44.908,183.5691,197.5687,80.6514,115.5216,81.5379,40.2926,99.0726,132.6316,243.9083,122.5312,152.1392,57.336,60.3445,96.8474,76.5552
2019/3/25,186.3015,107.5312,361.7832,127.685,51.3011,117.9011,106.4886,185.4481,186.0258,132.969,51.5678,133.7458,96.0969,45.0058,182.498,196.1689,80.7102,116.1236,81.6768,40.3311,99.365,132.6808,243.6812,122.776,152.0994,57.643,59.6483,96.739,76.0225
2019/3/26,184.3767,107.9849,361.7051,128.132,51.7875,119.0908,108.8102,187.5927,185.6923,133.9626,52.2126,135.6648,97.0585,45.6022,184.2274,200.0593,81.2688,116.3704,82.7185,40.8414,100.398,132.7103,240.2559,123.5005,154.3556,58.1707,59.8707,96.8868,77.0118
2019/3/27,186.035,107.4721,365.4454,127.51,51.7,117.8052,108.9485,186.9434,185.604,133.0263,51.939,135.792,96.7283,45.5729,184.2569,199.9821,80.6514,115.2452,82.4308,40.4563,100.281,134.0572,238.5976,123.6571,153.2822,58.4105,60.1704,95.793,76.422
2019/3/28,186.2817,107.6496,365.67,128.6471,51.914,118.0258,109.3733,188.0747,186.3984,133.676,51.8902,135.9683,97.8259,45.5435,186.1043,201.3046,80.9846,115.4031,83.3732,40.7163,100.9145,134.598,239.1109,124.6068,153.7294,56.6835,60.4412,95.7142,76.8025
2019/3/29,187.4959,107.7876,372.4865,131.6794,52.5269,118.1793,109.6895,188.8716,188.1932,134.8033,52.4666,136.8592,98.331,45.8173,186.6055,200.5806,81.5138,116.4,83.5419,40.8896,101.4018,134.8536,244.0761,126.1929,155.2402,56.7315,61.176,96.1083,76.8596
2019/4/1,188.7692,110.1544,382.3695,136.3055,53.4901,119.8679,111.1516,193.5444,191.8709,136.9051,53.258,136.0662,101.6434,45.6804,185.1217,204.5965,81.6412,117.4659,84.5538,41.2458,101.0022,135.6991,242.3782,130.4029,156.3037,56.6931,61.3887,96.3941,77.7442
2019/4/2,191.5133,109.4641,381.598,136.2472,53.7917,119.8583,110.6082,194.2921,190.5666,136.6185,53.1115,134.8228,102.1291,45.5338,185.0824,204.7799,81.553,117.6336,83.7006,41.3132,101.1094,134.5095,241.2628,129.1399,156.8205,56.1559,53.5278,95.5269,77.4113
2019/4/3,192.8261,109.0302,375.7288,135.3434,54.1225,118.8605,111.1615,197.5975,194.7837,137.2204,54.2057,134.2941,102.333,45.1524,185.0824,205.7452,81.5236,118.4035,83.7998,41.2458,101.0509,134.303,242.6744,128.5623,157.4964,56.4821,53.025,95.7733,76.9547
2019/4/4,193.1617,108.9807,386.5883,136.1889,53.9854,119.7336,113.3645,198.9452,196.5883,136.4083,54.6356,132.7277,103.3216,45.4458,186.576,207.5794,80.2201,117.8014,84.6034,41.1495,100.7976,134.2244,244.2044,129.9232,156.6814,56.5972,52.3579,96.6799,78.0486
2019/4/8,197.5147,109.5547,365.7481,135.8876,54.3281,121.5372,113.572,199.2502,199.6285,136.9911,54.4012,133.2857,103.4097,45.5142,186.5563,207.5697,79.338,118.364,84.0578,41.5346,102.2984,133.5951,245.5469,130.7652,156.7907,56.7315,53.2377,97.7836,78.9523
2019/4/9,196.9225,108.7135,360.3965,132.5152,54.0246,120.4435,115.4491,197.3614,197.0296,135.7682,54.0494,132.7277,102.6463,45.6315,186.7823,204.6158,79.191,117.7225,83.6113,41.2458,101.9963,132.9167,245.5864,129.4826,156.5323,56.6079,52.6963,97.2514,77.9345
2019/4/10,198.028,109.0203,356.3925,133.662,54.6512,120.3956,115.7455,199.683,195.5879,136.6376,54.4695,132.7374,103.1063,45.6022,185.9373,204.7606,79.2106,118.6206,84.2066,41.1399,101.9865,133.1822,242.8619,128.905,157.5958,56.8115,52.7059,98.1482,77.5825
2019/4/11,196.3796,108.7135,361.4903,134.9643,54.4358,120.8753,115.1922,199.5355,197.5984,137.3637,54.5184,132.3752,103.9774,45.6706,185.6032,206.1314,78.2501,118.7588,84.3256,40.697,102.084,133.9884,232.3885,130.0407,156.9,56.763,51.6713,99.3307,77.9535
2019/4/12,196.3006,109.7625,370.7482,137.2288,55.1114,114.8982,128.4897,204.4641,199.9228,137.9083,55.1242,133.1291,108.8518,45.7,188.276,209.8866,77.8483,119.3707,85.5558,40.1578,102.3861,135.4042,220.3456,132.4688,158.6692,56.9375,51.681,100.0796,76.9737
2019/4/15,196.656,109.3865,366.6661,136.3055,55.3757,115.2627,130.4458,196.6629,200.9133,137.4783,54.9874,133.6577,107.6087,45.9542,188.5216,208.3517,76.9662,119.4694,86.1411,40.5237,103.039,134.4898,227.2358,131.7345,159.4643,56.9084,52.4449,100.9369,76.7169
2019/4/16,196.6757,110.7225,372.7795,138.0354,55.7575,116.2509,128.3316,198.5616,200.5308,138.663,55.4075,135.1263,108.7441,45.9053,188.3742,209.3846,76.0155,119.193,87.1034,39.3972,103.7115,136.0138,218.1147,132.508,159.2556,56.986,53.025,101.4296,77.2401
2019/4/17,200.5056,110.6038,368.6779,138.7255,55.1309,115.3875,130.1593,204.5231,202.5708,132.9021,57.215,135.6158,111.8763,46.228,188.2858,210.099,72.448,120.18,88.026,38.3959,103.8842,133.5853,214.0478,132.9485,159.4643,56.007,53.3151,101.6563,77.4589
2019/4/18,201.2261,112.494,371.1682,140.1726,55.2191,114.9941,130.8508,202.5655,201.6979,134.0677,57.1466,134.6368,111.0541,46.4235,191.5285,211.296,71.7326,121.7591,88.4923,37.9145,104.0805,136.5938,218.8946,134.1332,159.186,56.259,52.822,101.676,77.1735
2019/4/19,201.2261,112.494,371.1682,140.1726,55.2191,114.9941,130.8508,202.5655,201.6979,134.0677,57.1466,134.6368,111.0541,46.4235,191.5285,211.296,71.7326,121.7591,88.4923,37.9145,104.0805,136.5938,218.8946,134.1332,159.186,56.259,52.822,101.676,77.1735
2019/4/22,201.8875,111.1679,366.3829,139.2144,55.1603,116.9513,130.0901,201.2767,200.8349,132.6919,57.469,134.9403,111.1911,46.3453,190.5557,210.9678,71.9972,122.144,86.6669,37.5294,104.0412,134.3129,224.1856,134.0451,159.4246,56.5788,52.3095,100.8778,78.8572
2019/4/23,204.7994,112.7909,365.2599,138.8721,55.503,117.0664,131.7499,200.8242,202.0804,134.1727,57.43,136.9669,111.3282,47.1373,191.8725,211.8945,73.1145,123.802,86.7363,37.9531,101.2441,135.6893,227.6109,137.09,160.6769,55.3963,51.4586,101.5676,79.3138
2019/4/24,204.4835,112.8404,366.6661,134.6677,55.689,113.4783,133.4688,197.2827,202.7375,133.7046,57.3713,136.2815,111.1422,46.9124,194.2014,211.4891,73.2419,123.3776,87.6887,37.9049,101.7643,136.8396,227.3838,136.669,160.5079,55.3284,51.7004,102.0209,77.7728
2019/4/25,202.6278,114.6811,373.8342,133.1033,55.1505,113.1137,135.583,198.1287,202.5217,132.4435,56.2868,136.7221,111.2009,46.7755,194.4962,184.1117,74.8198,127.4636,86.8653,38.136,101.3619,136.8495,227.8182,136.8061,160.0408,54.1362,50.9365,102.011,78.2103
2019/4/26,201.6605,116.3833,371.8713,135.9388,54.7099,112.3462,138.2307,199.7814,199.6874,133.2174,51.2258,137.4466,112.0427,47.1862,193.995,185.0288,75.1041,128.1939,87.6094,38.4826,103.894,137.8818,233.9482,137.8341,161.9392,54.8438,51.1009,100.05,76.5647
2019/4/29,201.9664,115.552,370.172,135.9291,54.9547,112.941,137.6181,203.5591,198.2653,132.8448,49.9361,136.9081,113.6577,47.3426,193.7002,183.6194,75.2511,128.0755,87.5598,38.1167,102.8341,139.0813,234.3924,139.1461,163.1518,55.0958,51.7874,100.0796,76.0701
2019/4/30,198.0774,116.0172,368.8439,136.3202,54.7785,115.186,135.3163,202.5753,199.7757,134.0103,49.8677,138.2396,113.5892,47.9683,194.1424,182.9436,77.1426,128.8946,87.1332,39.0988,104.5025,141.3328,230.0688,139.6258,163.4301,55.4351,51.797,101.3409,76.365
2019/5/6,205.7864,118.1053,362.8965,133.7193,53.447,113.5934,133.3701,203.077,195.7841,134.1154,50.3501,139.111,112.6495,47.3915,195.4493,176.6978,77.8973,126.4766,82.907,40.1001,103.7173,141.0182,237.4031,137.2663,161.2931,55.1636,52.1355,100.9665,73.3686
2019/5/7,200.2391,116.9969,348.8631,130.698,52.3308,113.4687,131.8289,199.3387,191.0177,131.4977,49.6226,137.0354,110.8094,46.9319,194.6042,172.9136,76.3488,123.881,81.8851,39.3106,102.7555,139.3271,234.9847,132.6059,159.2357,54.8922,51.1879,99.8234,72.9786
2019/5/8,200.2785,116.2745,351.3241,129.0163,52.3504,112.7299,133.3602,197.686,191.41,131.8416,48.4037,136.8592,110.2221,46.7853,194.5944,172.402,76.6232,123.8711,82.1133,39.4261,103.1187,139.1501,236.0705,134.2018,159.7824,54.6499,51.7294,98.838,73.0927
2019/5/9,198.1267,116.0469,347.8226,128.2829,51.8119,116.2701,131.9771,198.355,190.8314,130.8362,45.8282,135.8214,110.134,46.3453,194.2996,169.2067,76.7702,123.8612,82.3217,39.4747,102.3041,139.4451,234.9057,133.9961,158.8382,54.7468,51.7874,98.6101,73.0261
2019/5/10,195.382,117.2344,348.353,128.4198,52.2427,117.0376,132.4216,198.7682,190.8314,130.8169,45.4153,136.1347,110.1242,47.1177,196.5204,169.7666,76.633,125.47,83.284,39.5524,104.0412,141.5393,237.492,134.2997,159.7327,55.1636,51.652,100.958,73.6611
2019/5/13,184.0265,114.7009,331.3611,122.5141,50.2258,115.5506,129.7542,191.8032,186.673,127.0467,43.9998,134.3235,107.1291,46.9808,195.5771,168.0386,75.6333,121.7393,81.8752,39.4067,104.1394,140.9985,236.4654,129.1987,156.3732,55.0086,50.395,98.9568,72.8433
2019/5/14,186.9397,115.7994,336.9301,124.6359,50.9308,116.7019,131.5918,193.0919,187.9284,128.8738,44.4028,133.9514,107.9807,47.6066,194.5748,169.1391,75.8783,123.1013,83.0062,39.4941,103.6388,143.2598,233.3855,131.1764,159.2357,54.8147,50.8398,99.3531,72.9395
2019/5/15,189.1791,116.4427,339.4838,124.4696,51.342,117.1816,133.0539,193.2099,188.0657,129.9275,44.8452,134.0396,107.5696,48.0857,195.6164,168.0869,76.0057,124.8348,83.3435,39.9701,104.7184,144.0562,233.04,131.1764,161.8,55.0667,50.9945,98.9469,73.4783
2019/5/16,188.3467,118.6002,347.5083,123.795,54.7589,117.0362,133.864,195.9054,188.6737,131.3583,44.7567,135.3123,108.9497,48.4768,196.5204,165.8569,77.5543,127.7175,83.6113,40.446,106.1022,144.9313,233.7409,133.1503,164.1194,55.6192,50.7625,100.3636,73.4687
2019/5/17,187.2766,117.8381,348.6967,120.0306,55.1701,116.765,133.4096,194.2232,188.8699,129.8502,44.1276,135.7039,108.4211,48.1052,195.7638,163.2312,77.1524,126.8656,83.899,40.2809,105.4545,145.0099,238.2718,131.6736,163.343,56.3074,50.9672,99.9178,73.0358
2019/5/20,181.4205,118.6002,346.5064,119.7079,54.8372,117.075,132.2932,194.0363,187.2713,130.6236,42.8202,135.5179,108.9888,47.763,195.5378,160.4896,77.3093,125.033,82.1927,40.3974,105.3367,145.6785,242.8224,131.4078,162.7258,57.1992,50.9575,100.5716,73.0261
2019/5/21,184.8985,119.3028,352.3603,122.1719,55.3365,117.5594,132.471,195.8759,187.7617,131.9093,43.7049,135.2242,109.3608,47.5186,196.373,161.5032,77.9169,125.7066,82.9764,40.4752,104.3945,144.9902,246.7216,133.9182,163.114,57.6742,51.445,100.1753,73.3629
2019/5/22,181.1133,118.7684,346.4966,120.8128,54.5239,116.8134,132.2339,192.3442,185.2706,131.8126,43.2527,135.8508,108.4701,48.5452,196.4909,163.8586,79.3674,126.4693,82.5399,40.786,104.738,145.472,246.1293,133.3078,163.4923,57.4318,51.6205,101.275,72.699
2019/5/23,178.0217,117.2047,344.3063,119.5417,53.0553,114.1975,131.1275,188.8519,188.3011,127.9844,43.7737,136.8592,106.3363,48.7408,195.5181,161.4928,79.4066,124.9933,81.9843,40.718,104.7773,144.4692,243.3259,128.4248,160.7747,57.0635,50.3237,100.9084,70.996
2019/5/24,177.338,118.2736,348.5789,120.1675,53.2316,115.0113,131.1867,189.8652,189.8604,127.8781,43.813,136.869,107.3836,48.5061,194.3389,161.707,79.5537,125.0528,81.5082,40.7471,104.7086,145.4523,244.4413,129.3601,161.8996,57.4997,50.4797,101.7109,71.2943
2019/5/27,177.338,118.2736,348.5789,120.1675,53.2316,115.0113,131.1867,189.8652,189.8604,127.8781,43.813,136.869,107.3836,48.5061,194.3389,161.707,79.5537,125.0528,81.5082,40.7471,104.7086,145.4523,244.4413,129.3601,161.8996,57.4997,50.4797,101.7109,71.2943
2019/5/28,176.6048,116.9474,348.5592,118.8866,52.8008,114.6238,131.0188,186.363,187.8597,126.1186,42.83,135.1144,106.2189,48.0075,193.258,159.0393,78.6618,124.9735,80.5558,40.6986,102.52,143.8203,238.943,127.903,162.9647,56.9278,50.4017,101.4632,69.8607
2019/5/29,175.7625,115.7994,342.5875,118.779,52.0665,113.1318,129.9815,185.8294,186.3298,125.3743,43.4788,129.4563,105.9252,47.5284,192.6193,157.1407,77.7797,123.765,78.2443,40.5237,102.255,142.6306,239.2787,127.46,161.9892,56.3947,49.8556,101.166,69.4277
2019/5/30,176.6741,115.5322,343.6384,119.131,52.4483,111.7851,130.6039,185.1574,187.3988,125.2583,43.9703,130.2252,104.7898,48.1541,195.7834,156.3424,78.0933,124.5476,78.6312,40.6986,103.3738,143.2795,240.3645,126.4066,162.019,55.0861,49.2901,101.2353,69.2449
2019/5/31,173.4736,113.5232,335.5256,117.1462,50.9406,110.3028,130.4458,180.3351,186.1925,122.7641,43.292,129.2789,103.7131,48.0368,195.9712,155.5343,77.6327,122.5168,76.741,40.3295,100.9988,143.1222,238.6864,124.3392,160.5955,52.6822,48.1103,100.4924,68.0904
2019/6/3,171.7197,113.4342,332.854,117.9675,50.6958,112.3761,130.8706,181.0268,185.9179,124.0015,42.7219,129.5647,104.2025,48.8679,196.4753,155.8166,78.6618,118.713,77.5568,40.718,101.8723,144.3217,233.5139,124.8905,157.878,54.6499,48.666,101.0075,69.1583
2019/6/4,178.0019,115.6411,338.482,119.3657,52.1154,113.6453,133.1922,187.6378,191.4884,128.2744,44.0293,131.8221,107.413,48.8874,197.3155,159.9545,79.4655,122.0017,81.1978,41.0191,102.7359,145.0689,237.6598,127.3616,161.591,54.4948,50.2164,101.6019,70.8036
2019/6/5,180.8755,116.898,342.5384,120.3826,53.6036,113.9844,134.2987,186.2148,194.2538,127.1144,43.7934,132.4628,107.7947,49.6501,197.8097,159.5261,80.0633,124.6466,82.2921,41.2619,104.7478,147.3302,239.6439,129.3207,164.637,55.28,49.5339,103.4445,70.2167
2019/6/6,183.531,118.1944,344.3947,120.6466,53.9463,116.92,135.5534,187.5686,194.7278,127.8201,44.334,134.73,108.0296,50.2563,200.6958,160.3731,79.8183,126.6179,82.0235,41.4853,105.3858,146.4945,238.7061,129.6259,166.1601,55.7743,49.7094,104.1281,71.4963
2019/6/10,190.8239,121.391,347.4984,122.9443,55.2386,118.4798,135.4151,191.8277,195.5969,130.2562,46.0051,137.0366,108.0003,50.2367,198.9661,163.8489,80.8376,131.353,82.1529,41.835,106.7009,147.6216,244.9448,126.0227,170.0423,54.427,50.9867,106.5156,72.0736
2019/6/11,193.0336,121.9551,343.1081,124.4501,55.9142,117.3947,133.4491,192.4305,195.5574,131.4259,46.0543,137.7858,108.3331,50.1878,200.9034,164.4526,81.3276,130.8577,82.8293,41.4465,107.3486,147.493,242.704,121.0314,169.5347,55.0861,51.562,106.9316,72.0063
2019/6/12,192.4192,120.7675,340.849,124.2741,54.6904,116.4452,134.0814,187.9738,196.4759,130.3819,45.5333,139.6587,106.953,50.4909,202.554,164.5499,82.0431,130.2534,82.2026,41.8447,107.6431,148.0269,241.3516,122.1439,170.8088,55.5998,50.821,107.8034,71.2269
2019/6/13,192.3796,120.5993,342.6464,124.3425,54.9939,117.1428,140.0287,189.1893,199.8437,131.2423,45.9068,138.7025,107.2172,50.3825,202.1191,164.3941,81.2492,131.0756,83.1775,41.2814,108.8502,147.7105,241.8057,122.8724,168.579,55.8519,51.5718,107.635,71.8523
2019/6/14,190.9825,120.7378,340.9767,124.4012,53.6036,117.0459,139.9398,189.3968,203.2213,130.6526,45.4055,138.0913,107.4913,50.5599,202.9098,162.2911,81.6735,131.2044,83.0084,41.5339,109.1348,148.4026,243.283,123.3548,168.8876,56.4916,51.2597,108.0511,71.5348
2019/6/17,192.122,120.1935,348.5789,124.4892,54.24,117.6078,139.268,188.5766,204.4163,130.4592,45.3465,137.4506,106.904,50.1264,201.447,162.3788,82.1865,131.6006,81.6853,41.6505,108.9287,148.2147,243.8779,122.3014,168.7881,55.8616,51.4938,108.1402,72.2468
2019/6/18,196.6404,122.153,367.2994,127.4323,54.8764,119.0999,137.5589,192.6776,204.9101,131.8416,46.5655,138.2293,108.3624,49.8997,202.1389,167.3247,83.3606,133.8889,83.864,41.835,107.5645,148.6201,243.6102,124.6543,168.5093,55.5708,51.484,108.6257,72.8722
2019/6/19,196.0657,123.3901,361.9956,127.7061,54.9547,119.0611,139.2186,193.3298,205.3644,132.5183,46.2706,138.4462,107.5794,50.3727,202.1784,166.244,84.219,134.4139,83.1178,42.2527,108.3693,149.8756,248.062,124.7921,169.9129,55.8616,51.5815,108.5959,72.4681
2019/6/20,197.6412,123.6276,368.203,130.6589,56.2079,120.4078,140.3053,193.3891,208.6334,134.2294,46.3885,140.1811,107.8534,50.9048,202.7418,169.3498,83.4691,135.662,84.7991,42.3498,109.6648,150.4589,245.6527,128.0113,172.949,55.5805,51.562,109.2894,73.7092
2019/6/21,196.9674,123.4396,365.2171,130.9131,55.8359,121.0375,138.5369,193.6262,206.7965,134.5678,46.6539,140.0628,107.1193,50.7964,201.8918,168.7754,83.4395,135.6819,85.3065,42.4178,109.1348,149.757,250.1342,126.7512,172.6504,55.9973,51.1427,110.0918,74.7484
